index,id,is_relevant,target,source,action,action_type,location,date,country,year,news
a9DEPlPYkDGPzjWehRWe2YHRgo9y-news_satp_15.tsv_433,5751,FALSE,[],[],[],,[],[],india,2015,"Nagpur unit of Maharashtra Anti Terrorism Squad (ATS) on person identified as Mir Anwarul (30) hailing from Malda District in West Bengal along with FICN with face value of INR 900,000, Asian Age reports on October 6. The currency is of very high quality, said an ATS source. The ATS strongly suspect it was smuggled into the country from across the border from Bangladesh. An ATS source said, Rs 9 lakh is a big amount. He could not have circulated such a huge amount by himself. We suspect there are foot soldiers below him to whom he wanted to circulate this money after getting a cut. They would have further distributed it in busy market places. He has been booked under the relevant sections of the IPC and will be produced before a magistrates court where the Nagpur ATS will seek his custody for further investigations."
aBmih8FFcEO0S4FbYh4lK.7Ly7S0-news_satp_15.tsv_424,13233,FALSE,[],[],[],,[],[],india,2014,"Ahead of the upcoming Lok Sabha (Lower House of Indian Parliament) election, the Union Ministry of Home Affairs (UMHA) announced to reward any person providing information about Improvised Explosive Devices (IEDs) or anti personnel landmines laid by the Communist Party of India Maoist (CPI Maoist) in Maoist affected areas, reports The Business Standard on April 4. The UMHA notification was received by the East Singhbhum District Police Headquarters. As per the notification, any person, who helps the security personnel recover IEDs and anti personnel landmines of five kg weight would be rewarded with INR 10,000, INR 25,000 for providing information about explosive between 5 to 10 kg and INR 40,000 for above 11 kg."
ahpMTQnmdZLgICJ64BM5k3ckPlze-news_satp_15.tsv_441,58118,FALSE,[],[],[],,[],[],india,2011,"The Hindu reports that in a statement purportedly issued by the State Communist Party of India Maoist (CPI Maoist) leadership, the seriousness of the West Bengal Government over holding peace talks with the outfit has been questioned. The statement comes two days ahead of Chief Minister Mamata Banerjee s arrival in Jungle Mahal where Maoists have been active recently. She is scheduled to address a rally at Jhargram in West Midnapore District on October 15. As of now, there has been no indication from the Chief Minister of a reaction to the interlocutors proposal (appointed by the State for talks with the Maoists) for a ceasefire by the two sides (the State and the Maoists) and for suspending joint security operations (against the Maoists), said Akash, the State Committee secretary of the CPI Maoist, in the statement dated October 12."
ag5OOkl5vRQeGY1NeRtizS_h61M8-news_satp_15.tsv_425,41790,FALSE,[],[],[],,[],[],india,2012,"A squad member of the Communist Party of India Maoist (CPI Maoist), Azad, was reportedly taken into custody by the Police, reports The Hindu. Though the Police did not confirm that Azad was taken into custody, he was reportedly picked up at a place in Visakha Agency some days ago. Azad is a member of Korukonda area committee action team and was allegedly involved in the killing of Special Intelligence Branch (SIB) constable Appanna at Paderu on April 26, a ranger of AP Forest Development Corporation Majji Madhava Rao at Lankapaakala in GK Veedhi mandal in September last year, and Zilla Parishad (District level local self Government institution) vice chairman U. Somalingam during May, 2010."
afwcWRA4DtGPPU14TT2fAqbq9V18-news_satp_15.tsv_439,21326,FALSE,[],[],[],,[],[],pakistan,2014,"Punjab Rangers announced the arrest of a suspected terrorist, identified as Taj Ali, near Chesham Barrage in Lahore District and recovered a large cache of weapons and ammunition on September 25, reports The Express Tribune. The weapons and ammunition recovered from the suspect include 26 pistols of 30 bore with 9,000 rounds of ammunition, 2,400 rounds of .303 Rifle, eight Kalashnikovs, and eight guns of 44 bore. Rangers officials confirmed that paramilitary personnel deployed at Chesham Barrage to check terrorist and other anti state elements were conducting a search operation when they arrested the suspect. Ali hails from Bannu District of Khyber Pakhtunkhwa Province."
ag8h9Es02XKrF.CUtTJaSNd3vqBi-news_satp_15.tsv_423,8109,FALSE,[],[],[],,[],[],pakistan,2015,"One more death row convict, identified as Abdul Ghaffor, was hanged till death at the District Jail in Vehari on April 29 (today), reported The News. Ghaffor was handed down death sentence after he was proven guilty of rape and murder of an eight year old girl in 1991. His appeal of clemency was rejected by the President of Pakistan on April 6, 2015."
ausLaHSY7cHK.IrZKau_W_iUk7kK-news_satp_15.tsv_19,18887,TRUE,"['Ahl e Sunnat Wal Jamaat', 'ASWJ', 'ASWJ']",['Gunmen'],"['killed', 'attack', 'killed']","['Unknown', 'Unknown', 'Unknown']","['Islamabad', 'Islamabad']",['January 3'],pakistan,2014,"Gunmen killed two senior members of Ahl e Sunnat Wal Jamaat (ASWJ) in an attack in Islamabad on January 3, reports Daily Times. The secretary general of the Islamabad chapter of the ASWJ organisation, Mufti Muneer Muavia, and his colleague Qari Asad Mehmood were killed in a residential area bordering the twin city of Rawalpindi."
avVlNbZB5J5tmGSTVG4DtwH0fz9q-news_satp_15.tsv_6,45935,FALSE,[],[],[],,[],[],pakistan,2012,"Army fighter jets pounded militant hideouts in the Mamozai area of Orakzai Agency in Federally Administered Tribal Areas (FATA) before dawn on February 1, killing at least 20 Tehreek e Taliban Pakistan (TTP) militants, reports The Express Tribune. At least 20 Taliban militants were killed in the bombing, a military official in Peshawar said. Local intelligence officials confirmed the air strikes. The jets targeted at least four hideouts. The hideouts belonged to TTP commanders Mulla Toofan and Maulvi Moinuddin, a security official said. Commander Maulvi Moinuddin and six foreigners were among the dead, adds Dawn."
awAajwltQ8QCE_xOVHjJBN1MeJ.C-news_satp_15.tsv_8,62787,FALSE,[],[],[],,[],[],pakistan,2011,"United States (US) Secretary of State Hillary Clinton on October 11 said that the US remains open to exploring a peace deal, including the Haqqani Network, the militant group that US officials blame for a campaign of high profile violence that could jeopardise Washingtons plans for withdrawing smoothly from Afghanistan, reports Daily Times. Where we are right now is that we view the Haqqanis and other of their ilk as, you know, being adversaries and being very dangerous to Americans, Afghans and coalition members inside Afghanistan, but we are not shutting the door on trying to determine whether there is some path forward, Clinton said when asked whether she believed members of the Haqqani Network might reconcile with the Afghan Government.Earlier this year, Clinton advanced a peace deal as a key plank of regional policy for the first time, saying Washington would support a settlement between the Afghan Government and those militant groups that meet certain requirements, including renouncing violence and supporting the Afghan constitution. Despite the conciliatory signals, Clinton said the US would stick to its military campaign that the White House hopes will make militants more likely to enter serious negotiations."
apJtv0ZHBBC11.SLDeM4KMX_KWqu-news_satp_15.tsv_1,16169,FALSE,[],[],[],,[],[],india,2014,"Two militants belonging to the Achik Songna Anpachakgipa Kotok (ASAK) were killed on August 22 in a joint operation of Security Forces in North Garo Hills District bordering Assam, reports The Shillong Times. According to the District Police Chief, J F K Marak, on receiving specific information about the militants presence in the area the North Garo Hills, Police and the Army belonging to the Dograh Regiment from Damra in Assam launched a joint operation at Soba Jambal village about 15 kilometres from Dainadubi Outpost. Police also recovered two 7.65 pistols, three 36 HE grenades, one crude bomb, five electronic detonators, three gelatin sticks, two grenade fuse, 12 empty cases of AK rifles, five empty 9mm cases, six empty 7.65 cases, around 16 metres of Cortex wire, one extra pistol magazine, 3 SIM Cards and a mobile phone from the encounter site."
amE1Wenr2LYdBf7c.q6vegtKOtNK-news_satp_15.tsv_18,46883,FALSE,[],[],[],,[],[],pakistan,2012,"Citizen Police Liaison Committee (CPLC) and Anti Violent Crime Cell (AVCC) on March 29 (today) claimed to have recovered a captive, identified as Mohammad Naeem Mughal (33), besides arresting his five abductors from their hideout in Ghaghar Phatak area on March 27, reports Daily Times. The five abductors were identified as Iqbal, Mohsin, Raju, Qurban and Abdullah. Police also recovered five TT pistols and a Kalashnikov from their possession. Mughal was abducted on March 19, 2012, from the limits of Steel Town Police Station. Mughals family later received a call from his captors for the payment ransom which amounted to PKR 30 million."
anINy1R7Yva2mtpKhUuSIS5PBizy-news_satp_15.tsv_27,11084,FALSE,[],[],[],,[],[],bangladesh,2014,"Finance Minister AMA Muhith on January 8 said he would propose in the next Parliament to enact a law banning hartal (general strike) to save people s lives and the economy, reports The Daily Star. Hartal should be banned. Whoever calls hartal now becomes violent, and a violent protest is acceptable in no way, he told reporters after a meeting with a team of the Real Estate and Housing Association of Bangladesh (REHAB) at his office in Dhaka city."
ahFU6CCxPr9gLBFmGx7RSmJ8VHvO-news_satp_15.tsv_23,16267,FALSE,[],[],[],,[],[],india,2014,"Two days after Kalyan youth Arif Ejaz Majeed was reported killed fighting alongside the Islamic State (IS) in Iraq, the Indian jihadist group Ansar ul Tawhid (AuT) has issued an online tribute to him, hailing his martyrdom, Financial Express reports on August 30. In the Ansar al Tawhid eulogy, addressed to those who are searching for paradise, Arif is shown dressed in an Arab kaffiyeh, holding an assault rifle. The image, the first of Arif from the battlefield, was posted online on Twitter accounts and online fora linked to the Ansar ul Tawhid. The picture identifies Arif by a nom de guerre, describing him as Shaheed Arif Majeed (Abu Ali al Hindi) Rahmat Allah may Gods mercy be upon him . Intelligence sources in New Delhi said that the picture on the eulogy bears out speculation that the Thane men had made contact with the Ansar ul Tawhid, a hardline faction that broke with the Indian Mujahideen (IM), and whose cadres are now believed to be training with jihadists in the Afghanistan Pakistan borderlands. Searches of computers seized by investigators from the homes of the youths have indicated that they often visited forums linked to the IM and the Ansar ul Tawhid, the sources said. However, it remained unclear whether the men had made contact with the Ansar ul Tawhid before or after leaving for Iraq."
adow5FefAo69CO9aKkaklqKUrkUy-news_satp_15.tsv_11,43971,FALSE,[],[],[],,[],[],india,2012,"The Sangai Express reports on October 5 that coming out strongly against the killing of a carpenter in a gunfight between cadres of rival Naga armed groups on October 2 at Tamenglong District headquarters, the public, in an unprecedented move, have asked the armed groups to pay INR 900, 000 as fine to the victims family. Jakailung Gangmei (48) was herding his two children, who were playing at the ground model village school, to safety when a stray bullet hit him, killing him on the spot. Sources said the clash was between NSCN IM and a combined team of NSCN Khaplang (NSCN K) and ZUF."
a_3JJpcQ21d4K9a0w8dcpJm.Q0yG-news_satp_15.tsv_13,5621,FALSE,[],[],[],,[],[],india,2015,"The Security Forces (SFs) arrested the self styled commander in chief of the National Democratic Front of Bodoland Songbijit (NDFB S) Rabi Basumatary alias Rongjabaja at Panbari in Chirang District on September 25, reports The Sentinel. Acting on intelligence inputs, a joint team of Indian Army, Assam Police and the Sashastra Seema Bal (SSB) launched an operation near the Hakua River at Panbari. During the operation, the SFs arrested Rongjabaja and his Personal Security Officer (PSO) identified as Jwnglaw Narzary. One AK 56 rifle, 170 rounds of AK ammunition, 50 rounds of INSAS ammunition and four hand grenades were recovered from their possession. Rongjabaja was involved in the killing of Naryan Barman, the then in charge of Rupsi outpost in Kokrajhar District on September 26, 2013. Earlier the outfit s 3rd battalion commander, Rongjabaja was elevated as the commander in chief of the NDFB S in October, 2014."
acWVgoekgX0gZE30HJTrs7_hAqry-news_satp_15.tsv_14,19840,FALSE,[],[],[],,[],[],pakistan,2014,"The Express Tribune reported that the authorities in South Waziristan Agency of Federally Administered Tribal Areas (FATA) have released 16 members of the TTP as a goodwill gesture. An unnamed TTP leader said that they are frustrated at the Governments inaction over their two demands but the group would not carry out big attacks despite the end of ceasefire. We will not carry out any big attacks as our intermediaries are still engaged in talks with the Government, he said, requesting anonymity because he was not authorised to speak to the media on TTPs behalf. He confirmed the Taliban were seeking a secure place in South Waziristan that was previously under their control."
a5TCSy0CkbJfEXCTtyCwCQXgjh8u-news_satp_15.tsv_489,31388,FALSE,[],[],[],,[],[],india,2013,"Indian Mujahideens (IM) operational chief in India, Yasin Bhatkal, who was arrested on August 28, 2013, during his interrogation admitted that IM operatives, especially Tehsin Akhtar alias Monu, would target foreign tourists in Rajasthan, Delhi, Maharashtra, Goa and other states, reported The Times of India on December 22. The IM members would also attack Jews, especially tourists from Israel, Yasin claimed, according to a top official. According to sources, Yasin claimed the IM was closely associated with al Qaida and was working to distance itself from ISI. The passion (among IM leaders) for fighting in NATO forces in Af Pak region by becoming part of al Qaida and distancing from ISI are some of the new trends in the IM based in Pakistan, which is also leading to a split of the outfit, Yasin told interrogators. To the surprise of Indian agencies, Yasin disclosed that Mohammad Sajid (Bada Sajid), who was involved in the Delhi 2008 serial blasts and was present in Batla House, is fighting in FATA (Federally Administered Tribal Areas) region in northwestern Pakistan. He (Bada Sajid) was even wounded in the fight there, Yasin said. Yasin was friends with Bada Sajid, Atif Ameen and Chota Sajid, members of the IM s Azamgarh module, and had made bombs initially with them for Delhi, Jaipur, Ahmedabad and Surat blasts in 2008. Bada Sajid fled India after the Batla House encounter, in which Chota Sajid and Ameen were killed. Yasin told intelligence officials that the conflict and bickering for change in the command of IM is apparent . He gave names of IM members who are having ideological differences with the outfit s leadership in Pakistan. The group comprising Afifi alias Mota Bhai, Sultan, Safi and Farhan are upset about activities of Iqbal Bhatkal, he told agencies. During his custody in NIA, Yasin had given primary details of IM s association with other terror outfits including al Qaida. Giving an account of his conversations with Riyaz Bhatkal, he said, Riyaz talked of going on a tour to meet al Qaida and that he wanted to discuss about the journey. He mentioned that he couldn t go to Tehrik e Taliban Pakistan (TTP) and that he will join hands with al Qaida. He explained that there were two types of Taliban one was of Afghanistan and the other of Pakistan. All in Pakistan were supporting the Taliban of Pakistan. Al Qaida was also supporting the Taliban Afghanistan. But the Taliban of Afghanistan talked only about Afghanistan and not about other places. Riyaz said they (Taliban Afghanistan) had their priorities in Afghanistan. He said Taliban of Afghanistan were clear that they would not let their land to be used against others. Yasin claimed Riyaz told him that they (IM) would be under the al Qaida and that he was going to Waziristan."
a5NMwlxYHFG9vM2K_TtO3vlk3nC0-news_satp_15.tsv_472,10126,FALSE,[],[],[],,[],[],nepal,2015,"Meanwhile, demanding cancellation of the proposed provincial boundaries under the new Constitution, an alliance of Madhesi parties has continued their protests across the Tarai from Jhapa to Parsa since the last nine days, throwing daily life out of gear, reports Myrepublica.com. Although the agitating alliance claims to be staging peaceful protests, the agitations in various Districts are gradually taking an ugly turn. Among these Districts, protests in Rautahat turned violent on the ninth consecutive day on August 24. Two dozen local agitators and a dozen Policemen sustained injuries in a clash that erupted during protests at District Headquarters in Gaur in Rautahat District. Altogether 28 agitators and nine SF personnel were injured after a clash ensued between Police and demonstrators. Agitating locals also pelted stones at the house of former Prime Minister (PM) Madhav Kumar Nepal in Gaur. However, no damage was reported. After the situation turned tense, District Administration Office (DAO) Rautahat clamped a curfew in the Gaur Municipality area from 4.30 p.m. on August 24, till 5 a.m. August 25, informed CDO Madan Bhujel."
a5FMWnGNj2wIjdR2_tOi.xcxRs3m-news_satp_15.tsv_486,8351,FALSE,[],[],[],,[],[],pakistan,2015,"At least seven militants were killed during a search operation launched on May 30 after the May 29, 2015, bus attack in Mastung District that killed 22 people, reports Dawn. Earlier it was reported that 20 people had been killed. The Home Minister of Balochistan, Mir Sarfaraz Ahmed Bugti confirmed that at least seven militants allegedly involved in the incident had been killed in the operation. He said around 500 personnel of Frontier Corps, Police and Levies Force took part in the operation, which was being backed by four helicopters provided by the Federal Government. United Baloch Army (UBA) claimed responsibility for the killings. A UBA spokesman Mureed Baloch said that it is a revenge for killing of militants in Mastung and Kalat areas by security forces."
a5.HKnOs8LiuQKYbgbOV5hAP8zyS-news_satp_15.tsv_477,18134,FALSE,[],[],[],,[],[],india,2014,"The Army on November 22 termed as baseless reports of a fierce encounter between the Security Forces (SFs) and a group of infiltrators in the Poonch District, reports The Hindu. Defense spokesman Lieutenant Colonel Manish Mehta said There was no fierce encounter between terrorists and the Army at the Kalsa forest areas of Poonch District on November 21, as reported by a section of media."
aIVvlBv4AbfBS2rxfL.OEz06k8bW-news_satp_15.tsv_491,32743,FALSE,[],[],[],,[],[],pakistan,2013,A dead body was found in a gunny bag within the jurisdiction of Kharadar Police Station. Another dead body of a person was found from Nusrat Bhutto Colony.
aChotGRpsVPAB2pLUltLiTwMVoBy-news_satp_15.tsv_43,16966,TRUE,"['Deputy Inspector General', 'DIG']",['unidentified militants'],"['bomb', 'exploded']","['Bombing/Explosion', 'Bombing/Explosion']",['Imphal West'],['September 28'],india,2014,"The Sangai Express reports that, on September 28, a bomb planted by some unidentified militants exploded inside the gate of a building belonging to a retired Deputy Inspector General (DIG) of Police at Mantripukhril in Imphal West District. Earlier, on September 25, a grenade had been lobbed at the same building. However, no casualty was reported."
aFiahXizaL_GzDtaQi4brKpcxQv4-news_satp_15.tsv_54,38951,FALSE,[],[],[],,[],[],india,2012,"A team of Imphal East Police commando arrested a cadre of People s Revolutionary Party of Kangleipak (PREPAK) identified as Athokpam Hitler (44) alias Ibungo alias Ebai Meitei from his residence on March 5, informed a statement of Superintendent of Police (SP) Imphal East. A Chinese made hand grenade, five M16 live rounds along with a mobile handset were recovered from the possession of the arrested cadre. On verification, the cadre disclosed that he is an active member of PREPAK and now working under the command of Lamyanba alias Lanjingba of PREPAK. He was involved in extortion of money from general public, Government officials, businessmen and shopkeepers and also involved in the transportation of arms and ammunition from one place to another, added the statement."
aPtjX267UKeZ4PEUNBVQwg8gYyCa-news_satp_15.tsv_60,25839,FALSE,[],[],[],,[],[],india,2013,"The use of a satellite phone in Gujarat has got the Ahmedabad Crime Branch and state Anti Terrorist Squad (ATS) concerned, The Times of India reports on March 15. Investigators have begun probing the matter to ascertain if Yasin Bhatkal, India chief of Indian Mujahideen (IM), wass in the state. On March 13, officials of Crime Branch and ATS met to discuss the implications of satellite phone use in the state in January 2013. The use of satellite phones is restricted in India. One can t use such a device without explicit permission from the Department of Telecom (DoT) due to fear of its misuse by anti social elements said a state Police official. Investigators are also seeing the incident in light of the recent abortive tunneling attempt by terror accused lodged in Sabarmati (Gujarat) jail."
aLBib.LRhn2wVO9PqAPQwOG6MWgu-news_satp_15.tsv_38,14893,FALSE,[],[],[],,[],[],india,2014,"Administrative authorities of Tamil Nadu and Police have decided set up a panel to strengthen security along the coast to prevent terrorist elements coming from Sri Lanka, and other illegal maritime activities, Colombo Page reports on June 29. The authorities and the Police have taken the decision to set up a standing committee comprising representatives from various security agencies to share intelligence, strengthen coastal security, prevent smuggling and human trafficking through sea route was taken at a meeting last week."
aI2XucUPXFK6h51VJKssVjqu2oNO-news_satp_15.tsv_34,4561,FALSE,[],[],[],,[],[],india,2015,"A joint team of Army and Police arrested a Lashkar e Toiba (LeT) militant on July 28 who was behind the blast in a Police vehicle in which a Pakistani under trial militant and a Police man were killed and four others were injured on June 20, reports Daily Excelsior. A defence spokesman said that a joint team of Army and Police apprehended a LeT militant, Ubaid Tariq Untoo in a vehicle check post established near Channa Khan, Sopore town of Baramaula District."
aFvPJ9ZKhFMmvaENEBmIVFr9QZz8-news_satp_15.tsv_31,59689,FALSE,[],[],[],,[],[],pakistan,2011,"Three militants were arrested and a cache of explosive material was recovered in Usta Muhammad area of Nasirabad District. The arrestees, identified as Nabi Baksh, Dur Muhammad and Nurdin, were going to Sui sub District of Dera Bugti District from Sindh in a pickup van when Police stopped and searched the vehicle and recovered 150 kilogrammes of homemade explosive material and arrested them. It was reported that the explosive material was going to be used in blowing up gas pipelines in different areas of Balochistan."
aj5aqEGiOVKBMwEBAlKZTv4o9nRa-news_satp_15.tsv_42,63490,FALSE,[],[],[],,[],[],pakistan,2011,"Police rescued 53 madrassa students, some as young as seven, who had been chained in the basement of a Karachi seminary, unearthing gruesome tales of dungeon torture and visits by Tehreek e Taliban Pakistan (TTP) instructors, who some claimed were starting to prepare them to join the terror group s jihad on the Afghan front, reports The Times of India. Police said they were probing the institution s possible links to terrorist outfits. We are being made mujahedeen (holy warrior) here. We are being made Taliban here. They say you should get training... we will send you to fight, a student told Pakistan s Geo TV. Police said the chained students were beaten and barely fed and that they have begun investigations into the seminary links to violent militant groups. The rescued students included kids as young as seven and 21 teenagers, a Police officer said. Police arrested some clerics, but the head cleric, who had arrived recently from Khyber Pakhtunkhwa, Province, and his four accomplices managed to escape. Gulshan e Maymar Police registered a case against the five suspects who were identified as Qari Usman (arrested), Mufti Daud, Qari Abdullah, Qari Qudratullah and Maulana Fakharuddin of Jamia Masjid Zakaria Kandhelwi Madrassa Arabia."
