index,id,is_relevant,target,source,action,action_type,location,date,country,year,news
a4a5IynJLZ9QIWHSOAybnZptM3sW-news_satp_13.tsv_458,45898,FALSE,[],[],[],,[],[],pakistan,2012,"An Oslo court on January 30 sentenced two suspects to prison for planning to bomb the Danish Newspaper that published drawings of the Prophet Mohammed in Norways first ever guilty verdict for plotting to commit a terrorist act, reported Express Tribune. According to Norways Intelligence Service, Police Security Service (PST), Davud, a short, bearded man received training in making and using explosives from al Qaeda members and sympathizers in Pakistans region of Waziristan between November 2008 and July 2010. Norwegian national Mikael Davud (40), a member of Chinas Uighur minority considered the mastermind behind the plot against the Jyllands Posten Daily, was sentenced to seven years behind bars. Meanwhile, Shawan Sadek Saeed Bujak, an Iraqi Kurd residing in Norway received a three and a half year prison term. According to the prosecution, the two men had in liaison with al Qaeda planned to use explosives against the offices of the Danish Newspaper and to murder Kurt Westergaard, the cartoonist behind the most controversial of the 12 drawings of the Prophet published in September 2005. There is no doubt that it was Davud who took the initiative in the preparations for a terrorist act and that he was the central character, the three judges said in their ruling. The court also believes that it was he himself who would have carried out the terrorist attack since he has explained that he planned to lay out the explosives himself, they added."
a6Z2paNAbVCxci5sHouBKqe3ucKq-news_satp_13.tsv_454,9472,FALSE,[],[],[],,[],[],pakistan,2015,"According to Provincial Home Department statement released on November 24, at least 48 terrorists, 17 of them high profile, have been killed by the Counter Terrorism Department under the National Action Plan (NAP), reports Dawn. A total of 17 out of 24 identified terrorists have also been executed and petitions of seven others are pending decision in the Supreme and High Courts. Three accused in one out of four cases sent to the military courts created under the NAP have been awarded death sentence and their mercy petitions are lying with the President for a decision. An official said the CTD also arrested 5,812 terrorists and their operators from different cities of Punjab in intelligence based operations, averting major acts of terrorism on Eidul Fitr, Eidul Azha and during the first 10 days of Muharram. Of them, 1,265 were arrested in Bahawalpur, 1,040 in Gujranwala, 1,008 in Rawalpindi, 810 in Sargodha and 233 in Lahore. The law enforcement agencies disengaged 115 Fourth Schedulers (declared dangerous under the Anti Terrorism Act) from religious seminaries. He said a number of websites promoting hate speech were reported to the authorities concerned for blocking them."
a0tXLNp8Rah7oQr9_64lkYsQV4vC-news_satp_13.tsv_480,47256,FALSE,[],[],[],,[],[],pakistan,2012,"Two militants suspected to be sectarian target killers were killed and a Police Constable was injured in an encounter in Akhtarabad area of Quetta on April 23, reports Dawn. According to sources, a Police patrol signalled a vehicle to stop for checking but its driver tried to speed away. Police chased the vehicle and found it in a nearby garden where a shootout took place. Two suspected terrorists were killed and Constable Riaz Ahmed was injured. The Deputy Inspector General (DIG) said Police had seized two pistols, hand grenades, four 9mm rifles, a large number of bullets, fake number plates and four Computerised National Identity Cards (CNICs). He claimed the suspects were target killers, adds Daily Times. They wanted to target some people in Quetta but polices timely action foiled their attempt, he added. We firmly believe they are target killers who had been on some mission. They belong to some extremist group involved in sectarian violence."
a5kuXQjAMzO6b3f6unG4pimcXPt0-news_satp_13.tsv_457,44730,FALSE,[],[],[],,[],[],india,2012,"In a major infiltration bid foiled by the Army on November 14, along the Line of Control (LoC) in Nowgam sector of Kupwara District, two militants and three Army personnel were killed, reports Daily Excelsior. Armys 15 Corps Lieutenant Colonel Ankur Vashist said that the Armys troopers noticed movement of a group of about five heavily armed militants near the LoC, who were challenged by the Army triggering a gun fight. Two Army personnel also sustained injuries in the fierce gun battle. He said two AK assault rifles and large quantity of ammunition has been recovered from the encounter site. He further mentioned that search operation was going on and the area has been cordoned off."
a7zJTNQYQ6byuh1_Hdod_Gy3O8ye-news_satp_13.tsv_460,20725,FALSE,[],[],[],,[],[],pakistan,2014,"More than 800,000 people have fled in the Operation Zarb e Azb against the Tehreek e Taliban Pakistan (TTP) in North Waziristan Agency (NWA) of Federally Administered Tribal Areas (FATA), Daily Times quoting FATA Disaster Management Authority (FDMA) officials reports on July 10 (today). Tens of thousands of families have left the North Waziristan tribal area for the nearby town of Bannu. Hundreds more have moved further afield to the towns of Lakki Marwat, Karak and Dera Ismail Khan since the attacks began in mid June. Officials from the FDMA said they were checking registrations for duplicates, meaning the figure may come down. The military is using troops, tanks and jets in NWA and has vowed to wipe out strongholds which insurgents have used to mount countless deadly attacks in recent years. Some 833,274 people or 66,726 migrating families from North Waziristan were registered in cities of Bannu and Peshawar until Tuesday evening, Arshad Khan, FDMA Director General said. Khan said 361,459 of the displaced were children and 248,633 women.While Pakistan has not made a fresh request to the United Nations (UN) and the rest of the international community for the provision of assistance to the Internally Displaced Persons (IDPs) of NWA, it has requested the world body to extend its ongoing operations in the north west to facilitate the IDPs, reports Daily Times. In this regard, the Ministry of States and Frontier Regions (SAFRON) has written a letter to the Office for the Coordination of Humanitarian Affairs (OCHA), requesting the UN humanitarian agency to extend its humanitarian assistance already being provided to the 930,000 IDPs of the previous emergencies to the NWA IDPs, it has been learnt. Responding to the request, the UN has extended its humanitarian operations for the NWA IDPs, with three UN agencies World Food Programme (WFP), World Health Organisation (WHO) and United Nations High Commissioner for Refugees (UNHCR) mainly engaged in the provision of humanitarian assistance to the IDPs in Bannu, Dera Ismail Khan, Kohat and other parts."
aIm6jQMDUF650nTqpm4So0I0To7m-news_satp_13.tsv_474,64578,FALSE,[],[],[],,[],[],afghanistan,2011,"Afghanistan President Hamid Karzai on June 12 said that the Indian presence in his country cannot be in any way used against Pakistan, which should be happy that Afghanistan is being tremendously helped by another neighbour, reports Indian Express. The Indian presence in Afghanistan... cannot be in any manner used against Pakistan, Karzai said in an interview to state run PTV. India, being an old friend of Afghanistan, was helping it tremendously and providing financial assistance, he said. Pakistan should feel happy that Afghanistan is being helped by another neighbour, Karzai said. At the same time, he pointed out that Pakistan is a conjoined twin and brother of Afghanistan. Karzai lauded the role of the Pakistani leadership and people in enhanced cooperation with Afghanistan to achieve peace and stability in the region. In addition, President Hamid Karzais top officials said after the visit to Islamabad that Pakistan is more willing than before to play a role in Afghanistans tentative peace process with the Taliban and has agreed to target the hideouts of Taliban fighters and other insurgents who attack Afghanistan and refuse to take part in faltering peace talks. Karzai, who met Prime Minister Yousaf Raza Gilani, called on the Pakistani Government to help Taliban militants take part in any peace negotiations, said Muhammad Masoom Stanikzai, secretary of a peace council set up by Karzai. During the talks, the message of the Afghanistan Government was very clear, he said. The message was that those (rebels) who want to join the peace process and reconcile should be facilitated and the means should be prepared for them in order to enable them to join the negotiations, he added. But those who do not want to join the reconciliation process must be dropped... No room should be left (for them to) arrange and organise and encourage people to fight and continue the war. In response, Pakistan was much more welcoming than at any other time, said Karzais spokesman Waheed Omer."
a9twlfsUPJnBiqch1zzOe75NVdZa-news_satp_13.tsv_461,29426,FALSE,[],[],[],,[],[],india,2013,"G.N. Saibaba, an English professor at Ram Lal Anand College, was detained for questioning and searches conducted at his residence on Delhi Universitys North Campus on September 12 by a Police team from Gadchiroli District of Maharashtra which had recently arrested two men allegedly linked to the Communist Party of India Maoist (CPI Maoist) movement, reports The Hindu. The Police action against Dr. Saibaba, who suffers 90 per cent disability, evoked sharp reactions from academics. Accompanied by their Delhi counterparts, the Maharashtra Police raided Dr. Saibabas residence in the afternoon and seized his mobile phones and a laptop. According to sources, he was subjected to questioning by senior officers."
a8lTKA7N6iug6lCKv050mFqs9qR4-news_satp_13.tsv_450,38288,FALSE,[],[],[],,[],[],india,2012,"Habib alias Habibfalahi Shaikh (25), an accused in the 2008 Ahmedabad bomb blast and Surat bomb planting cases, was arrested by the Ahmadabad city Police, reports Times of India. He was part of Student Islamic Movement of Indias (SIMI s) sleeper cell and belongs to Azamgarh in Uttar Pradesh. He was associated with Indian Mujahideen (IM) and had worked as maulvi in Azamgarh. He undertook training at the IM organized camps in Kerala and Madhya Pradesh. The Surat Police is investigating his role in the planting of bombs in Surat."
a9NE4sdE.eYLMP3FJDyc6aM_cGRC-news_satp_13.tsv_462,48634,FALSE,[],[],[],,[],[],pakistan,2012,"During the hearing, Balochistan Advocate General Amanullah Kanrani informed the court that four out of 135 missing persons had been recovered. The chief justice remarked that recovery of only four missing persons indicated that the provincial Government was not taking the issue seriously. He reiterated that security situation in the province was alarming and remarked that the Advocate General should inform the court on the Governments behalf in writing that it could no longer control the situation. He directed the Advocate General to get the list of missing persons and provide compensation to their families."
aEwgDF0y3l14A5vc6Tpvgua6FhkS-news_satp_13.tsv_478,35724,FALSE,[],[],[],,[],[],pakistan,2013,"A nuclear war between India and Pakistan would set off a global famine that could kill two billion people and effectively end human civilization, a study said on December 10, reports The News. Even if limited in scope, a conflict with nuclear weapons would wreak havoc in the atmosphere and devastate crop yields, with the effects multiplied as global food markets went into turmoil, the report said."
afTlSgx13Y.MyhasDZCAWTga3X6C-news_satp_13.tsv_468,6584,FALSE,[],[],[],,[],[],india,2015,"A report of the Union Ministry for Home Affairs (UMHA) clearly shows that the number of acquittals in the Students Islamic Movement of India (SIMI) related cases are extremely high, reports oneindia.com. Out of the 111 cases registered against SIMI members, 97 have resulted in acquittals. There are a variety of reasons behind the high rate of acquittals where SIMI cases are concerned. Several Police personnel have been blamed for being vindictive in their approach which just does not help the cause. First and foremost being a former member of the SIMI does not mean an arrest is mandated. Secondly, many arrests have been carried out just on the basis that the persons have been viewing a video or reading the Quran. The other side of the problem is the lack of material against persons. The acquittal rate is high especially in the case of accused persons who are lower in the ranks. It is very difficult to establish a case and get evidence against such persons. Moreover there is also a delay in handing over the cases to the centralised agency which is the National Investigating Agency (NIA)."
aMuzjNOvcuQb3MphtRuZ6Stpw.Ym-news_satp_13.tsv_471,14740,FALSE,[],[],[],,[],[],india,2014,"Bihar Government strengthened the Bomb Disposal Squads (BDS) of Police by equipping each member of the squad with latest bomb disposal suit and other necessary gadgets, The Times of India reports on June 21. Sources said the government has already created eight BDS units which have been strategically located in different parts of the state. While two units would be stationed in Patna, one each would be deputed in Districts of Gaya, Muzaffarpur, Bhagalpur, Munger, Jamui and Purnia. These squads would be part of the special branch of Police. With their location, the squad members could be swiftly moved to any place of trouble. The government has also purchased sophisticated X ray scanners, explosive detectors, non linear junction detectors etc. All these equipment would be given to each unit. Sources further said each unit would be manned by six to eight persons who have been trained in effective defusal of timer device bombs and IEDs by a central Police organization."
aa9nfdZYhAIlY8mPe222zsN4mzFm-news_satp_13.tsv_466,57210,FALSE,[],[],[],,[],[],india,2011,"Defence Land Systems India (DLSI), a joint venture between Indian vehicle manufacturer Mahindra and Mahindra and British defence Major, British Aerospace and Defence (BAE) Systems on August 25 handed over the first mine protection vehicle to Jharkhand Police. Brigadier (retired) Khutub Hai, DLSI Managing Director and Chief Executive Officer, presented the keys of the Mine Protected Vehicle India (MPV I) to Jharkhand Police s Additional Director General, B. B. Pradhan. Built with technology and product capability transfer from BAE Systems, the vehicle combines ballistic and blast protection capabilities. It has been tested for the highest level of protection available in the country and has been tested in South Africa to global standards, using million dollar mannequins, and found capable of protecting passengers even when subjected to a blast from 21 kilograms of Tri Nitro Toulene (TNT)."
aaecj9BBgokYzbuclp96OGlfpefK-news_satp_13.tsv_476,1378,FALSE,[],[],[],,[],[],india,2015,"The pro IS Twitter account, which was suspended after it called for a car bomb attack during United States (US) President Barack Obamas visit to India last month, is back in a new avatar, this time targeting Prime Minister Narendra Modi too, reports The Hindu on February 3. Modi Obama the two Enemy of Allah. 26 January flag hosting car bomb chemical, said a tweet through the new account Magnetgas1 on January 25, adding The people of kufr is one Millah. Modi Obama. The account, suspected to be operated by one of the four alleged IS recruits from Mumbai (Maharashtra), shows the location of its owner in Turkey."
aJoLyzpvzHVFRXd61JSZtWBckUIu-news_satp_13.tsv_464,1258,FALSE,[],[],[],,[],[],india,2015,"Terming Naxalism as a disease which is standing in way of development, Chhattisgarh Governor Balramjidas Tandon on January 26 said the State would soon get rid of the Maoist menace completely, reports The Economic Times. Addressing the 66th Republic Day function at Police line grounds, the Governor said Some areas of Chhattisgarh are Naxalaffected. It is like a disease which is a hindrance to the development of the State. He said the State Government has accepted Naxalism as a challenge and with the coordinated efforts of Centre the menace will be wiped out soon. I assure you, the day is not far when the state will be completely free of Naxal problem, he added."
acfihQdYJUC9OjuBFskpJPcbBgzS-news_satp_13.tsv_463,22129,FALSE,[],[],[],,[],[],pakistan,2014,"A gangster, identified as Shakeel Dad alias Grenade, who was involved in more than 50 target killing cases was shot dead during an encounter with the Police within the limits of the Mochko Police Station in Mawach Goth area of Lyari Town in provincial capital Karachi on December 26, reported The Express Tribune. According to the Police, he was associated with the Uzair Baloch group of Lyari gangsters. Senior Superintendent of Police (SSP) Sheeraz Nazeer said that the he was wanted by the Police for various murder and extortion cases."
amH0xCPovC6cs9sSsASbrbQUYAru-news_satp_13.tsv_455,52786,FALSE,[],[],[],,[],[],bangladesh,2011,"a court in Sylhet issued warrant against the former president of the District Bar association and nine others for failing to appear before the court despite repeated summons to give deposition in the case (for explosive substances) for the grenade attack on the then British High Commissioner Anwar Chowdhury. The judge set March 29 as the next date for recording deposition by the prosecution witnesses (PWs) in the case, court sources said. Mufti Abdul Hannan of the Harkat ul Jihad al Islami (HuJI) is the prime accused along with his brother Muhibullah alias Muhibur Rahman and Mufti Mainuddin alias Masum Billah. Two cases, one for murder and the other for explosive substances, were filed in connection with the grenade attack on the then Chowdhury, after Jum a prayers on May 21, 2004 in front of the shrine of Hazrat Shahjalal (RA) in Sylhet. Three people were killed while over 50 others including the District Bar president Abdul Hai Khan sustained injuries in the incident. The Divisional Speedy trial tribunal of Sylhet on December 23, 2008 awarded death to Mufti Hannan, Shahedul Alam Bipul and Delwar Hossain Ripon while Mufti Muhibur Rahman and Mufti Main Uddin were sentenced for life and fined Tk 10,000 each, in default, to suffer two years more in jail. The same group of accused are facing trial in the case for explosive substances."
ao4q7tdyCoVrcJDZ66WTnTiXW8e4-news_satp_13.tsv_475,20877,FALSE,[],[],[],,[],[],pakistan,2014,"The Security Forces (SFs) recovered 10 kilogram of explosives from a house in the Dera Bugti town of Quetta on July 27, reports The News. Acting on a tip off, the SFs raided at a house and seized the explosive devices along with detonators and fuse in Bugti Colony. The SFs said The explosive devices were being made for sabotage acts across the area by unknown suspects."
